recipe_id,ingredient,quantity,unit,step,cuisine,nutrition,tags
1147,peck grams one zero point seven five one pound zero point five,0,four,"['mix', 'serve']",Other,unknown,['None']
1148,tablespoon four zero point five minutes of arc minute of arc one zero point three three three three three three three three three three three three three three three three two zero point one two five teaspoons,0,one,"['stir', 'cook']",Other,unknown,['None']
1149,one four ounces four tablespoons one,0,one,"['chop', 'mix']",Other,unknown,['None']
1150,two teaspoons one fifteen ounces three eight tablespoons two eight teaspoons two one ounce,0,six,"['bake', 'mix', 'stir']",Other,unknown,['None']
1151,one one two two one teaspoon one teaspoon two teaspoons one one one,0,one,"['bake', 'mix']",Other,unknown,['None']
1152,one one two tablespoons one teaspoon one point five zero point five minutes of arc minute of arc one nine inches,0,three,"['bake', 'mix']",Other,unknown,['None']
1153,three five point eight ounces zero point five zero point five one two ounces one two tablespoons,0,one,[],Other,unknown,['None']
1154,ounces one one zero point five teaspoons zero point two five teaspoons one teaspoon one,0,seven,"['bake', 'mix']",Other,unknown,['None']
1155,pound one pound one pound one one teaspoon,0,one,[],Other,unknown,['None']
1156,three zero point five two tablespoons two tablespoons zero point two five teaspoons,0,two,"['bake', 'boil', 'slice']",Other,unknown,['None']
1157,point seven five zero point seven five zero point seven five one teaspoon one four,0,zero,"['bake', 'mix']",Other,unknown,['None']
1158,eight ounces ten ounces two one,0,two,"['mix', 'serve']",Other,unknown,['None']
1159,pound one one one point two five ounces one sixteen ounces one ten ounces zero point two five zero point three three three three three three three three three three three three three three three three two two,0,one,"['bake', 'mix', 'cook']",Other,unknown,['None']
1160,dozens one one zero point five pints zero point five,0,three,['bake'],Other,unknown,['None']
1161,point five two one one teaspoon one teaspoon one pound zero point two five,0,zero,"['saute', 'stir', 'cook']",Other,unknown,['None']
1162,zero point seven five two one tablespoon,0,one,['bake'],Other,unknown,['None']
1163,ten ounces one two zero point two five zero point five one six ounces,0,one,"['bake', 'mix']",Other,unknown,['None']
1164,fifteen ounces one eight ounces zero point five one three ounces zero point seven five four ounces zero point two five,0,one,['stir'],Other,unknown,['None']
1165,tablespoons one one three zero point two five zero point two five zero point two five zero point five teaspoons three four,0,two,"['saute', 'bake', 'mix', 'cook']",Other,unknown,['None']
1166,one two tablespoons,0,two,['cook'],Other,unknown,['None']
1167,point three three three three three three three three three three three three three three three three one point two five zero point two five teaspoons two teaspoons three teaspoons,0,zero,"['boil', 'mix', 'stir']",Other,unknown,['None']
1168,peck grams four one one peck grams one one six ounces zero point five three tablespoons,0,one,"['bake', 'mix']",Other,unknown,['None']
1169,tablespoons three pounds one tablespoon zero point five teaspoons one point two five zero point seven five one one point five teaspoons two tablespoons two tablespoons zero point two five,0,three,['stir'],Other,unknown,['None']
1170,zero point three three three three three three three three three three three three three three three three six tablespoons one point five one teaspoon eight one,0,five,"['mix', 'stir']",Other,unknown,['None']
1171,one pound two three ounces three nine ounces,0,one,"['mix', 'blend']",Other,unknown,['None']
1172,one eight ounces one zero point two five twelve one one eight ounces,0,one,"['bake', 'mix']",Other,unknown,['None']
1173,two two zero point five one one teaspoon one teaspoon zero point two five teaspoons,0,four,"['mix', 'cook', 'serve']",Other,unknown,['None']
1174,pound zero point five one one one zero point seven five teaspoons one point five teaspoons,0,one,"['bake', 'serve']",Other,unknown,['None']
1175,one one one eight ounces one fifteen ounces one,0,one,[],Other,unknown,['None']
1176,four three tablespoons two four tablespoons four four tablespoons zero point two five teaspoons one,0,two,"['stir', 'cook']",Other,unknown,['None']
1177,pound one pound zero point two five one one one zero point five zero point two five one teaspoon zero point five teaspoons,0,one,"['mix', 'stir', 'cook', 'serve']",Other,unknown,['None']
1178,one one one two one one point five,0,one,"['bake', 'mix', 'season']",Other,unknown,['None']
1179,point five two four one point five one point five teaspoons one teaspoon two one,0,two,"['bake', 'stir']",Other,unknown,['None']
1180,four ounces zero point two five zero point three three three three three three three three three three three three three three three three,0,four,['bake'],Other,unknown,['None']
1181,two four zero point two five teaspoons three tablespoons three one one teaspoon,0,one,['bake'],Other,unknown,['None']
1182,eight zero point two five zero point five zero point two five zero point two five two tablespoons,0,four,['mix'],Other,unknown,['None']
1183,one zero point five zero point five,0,one,['mix'],Other,unknown,['None']
1184,pound one pound two tablespoons one point five tablespoons,0,one,"['saute', 'boil', 'cook', 'serve']",Other,unknown,['None']
1185,thirty six inches five tablespoons one point two five tablespoons six point five five three teaspoons two point five teaspoons one point five teaspoons two point five teaspoons,0,three,"['boil', 'slice']",Other,unknown,['None']
1186,point seven five one point five three two tablespoons one teaspoon one one,0,zero,"['bake', 'mix']",Other,unknown,['None']
1187,two tablespoons one sixteen ounces one one one one,0,two,"['mix', 'serve']",Other,unknown,['None']
1188,ounces twenty ounces one zero point three three three three three three three three three three three three three three three three one one one,0,twenty,"['mix', 'grill', 'cook']",Other,unknown,['None']
1189,one four one zero point seven five,0,one,"['bake', 'mix', 'blend']",Other,unknown,['None']
1190,zero point five twenty one three tablespoons three tablespoons,0,one,"['stir', 'serve']",Other,unknown,['None']
1191,point five one two two teaspoons four four eight zero point five two teaspoons two teaspoons two,0,one,"['bake', 'blend']",Other,unknown,['None']
1192,twelve tablespoons two one one two teaspoons four two teaspoons,0,two,"['bake', 'stir', 'blend']",Other,unknown,['None']
1193,twelve ounces one pound zero point five one teaspoon one zero point five bars one twelve ounces,0,two,['mix'],Other,unknown,['None']
1194,one one one set one,0,two,"['mix', 'serve']",Other,unknown,['None']
1195,eight ounces zero point six six six six six six six six six six six six six six six six one tablespoon zero point seven five teaspoons zero point one two five teaspoons four zero point two five two tablespoons zero point three three three three three three three three three three three three three three three three zero point three three three three three three three three three three three three three three three three,0,one,"['mix', 'blend', 'serve']",Other,unknown,['None']
1196,point five zero point two five teaspoons zero point seven five one one teaspoon two point five tablespoons,0,one,['mix'],Other,unknown,['None']
1197,zero point five teaspoons zero point five teaspoons one tablespoon zero point two five pounds,0,four,['blend'],Other,unknown,['None']
1198,two zero point five zero point five teaspoons zero point five teaspoons one teaspoon eight ten quarts,0,one,"['bake', 'boil', 'mix', 'stir', 'cook']",Other,unknown,['None']
1199,pounds one one zero point five zero point two five zero point seven five zero point seven five one one,0,two,"['mix', 'cook', 'serve']",Other,unknown,['None']
1200,pounds two one zero point two five teaspoons one fourteen ounces one pound one four ounces one pound one point five pints one eight ounces one eight ounces,0,two,"['mix', 'cook']",Other,unknown,['None']
1201,eight ounces,0,one,['slice'],Other,unknown,['None']
1202,fifty-three ounces one pound one pound two two one twenty-eight ounces zero point five pounds four tablespoons,0,two,['bake'],Other,unknown,['None']
1203,tablespoons two tablespoons two tablespoons one teaspoon one tablespoon one zero point two five teaspoons one zero point three three three three three three three three three three three three three three three three,0,two,['blend'],Other,unknown,['None']
1204,ounce zero point one two five teaspoons one point five three four tablespoons one one point five,0,one,"['mix', 'stir']",Other,unknown,['None']
1205,peck grams four one twenty ounces zero point five three one one,0,one,['stir'],Other,unknown,['None']
1206,point five peck grams one point two five zero point five zero point two five teaspoons,0,zero,"['bake', 'blend']",Other,unknown,['None']
1207,zero point two five teaspoons three two six zero point five pints two teaspoons one teaspoon four teaspoons,0,three,"['bake', 'mix']",Other,unknown,['None']
1208,two two four tablespoons one teaspoon one zero point five two one teaspoon,0,two,"['bake', 'boil', 'mix']",Other,unknown,['None']
1209,two two two teaspoons zero point five teaspoons two teaspoons one two,0,four,['bake'],Other,unknown,['None']
1210,four one point five one one point five tablespoons two thirty-two ounces thirty-two ounces,0,two,"['saute', 'boil', 'season']",Other,unknown,['None']
1211,three cups one cup one cup three point five cups two teaspoons one point five teaspoons one teaspoon two cups,0,four,"['bake', 'mix']",Other,unknown,['None']
1212,one zero point five zero point five zero point two five one teaspoon one zero point five teaspoons one point five two tablespoons zero point five pounds zero point five peck grams,0,three,"['stir', 'cook', 'serve']",Other,unknown,['None']
1213,one,0,one,['fry'],Other,unknown,['None']
1214,one one teaspoon one teaspoon three zero point five one two one point five one teaspoon,0,one,"['bake', 'mix']",Other,unknown,['None']
1215,point five zero point five teaspoons zero point five teaspoons zero point seven five zero point five one two teaspoons,0,one,"['bake', 'blend']",Other,unknown,['None']
1216,one peck grams zero point two five pounds,0,one,['bake'],Other,unknown,['None']
1217,pound ten ounces three four drops,0,one,['bake'],Other,unknown,['None']
1218,one five one three one teaspoon one teaspoon one teaspoon,0,three,"['bake', 'mix']",Other,unknown,['None']
1219,pounds one four six six eight six eight two teaspoons one teaspoon three tablespoons three,0,two,"['chop', 'bake', 'mix']",Other,unknown,['None']
1220,one two one one five,0,four,"['bake', 'stir']",Other,unknown,['None']
1221,zero point five pounds one teaspoon one point five one point five peck grams six ounces two,0,one,[],Other,unknown,['None']
1222,one,0,one,[],Other,unknown,['None']
1223,one eight one one,0,eight,"['bake', 'mix']",Other,unknown,['None']
1224,one point five four zero point five teaspoons one two point five one point five two four ounces zero point three three three three three three three three three three three three three three three three two teaspoons four ounces two tablespoons two teaspoons,0,one,[],Other,unknown,['None']
1225,two two one four teaspoons zero point five teaspoons four eight one,0,one,"['mix', 'stir', 'cook']",Other,unknown,['None']
1226,two pounds one one one one one peck grams six ounces six ounces,0,one,['serve'],Other,unknown,['None']
1227,point five pounds one one one one one pound one peck grams,0,one,"['bake', 'mix', 'cook']",Other,unknown,['None']
1228,inches one two point five ounces one zero point three three three three three three three three three three three three three three three three zero point two five teaspoons zero point five teaspoons zero point five one,0,ten,['mix'],Other,unknown,['None']
1229,zero point five zero point two five one zero point five teaspoons one tablespoon,0,one,"['saute', 'serve']",Other,unknown,['None']
1230,ten point five ounces one four ounces one zero point five two one six eight ounces two five ounces two one,0,one,"['bake', 'stir', 'blend']",Other,unknown,['None']
1231,three tablespoons one point five tablespoons two one point seven five one teaspoon one,0,one,['cook'],Other,unknown,['None']
1232,pound one one point two five ounces zero point five zero point five six ounces zero point seven five two,0,one,"['mix', 'stir']",Other,unknown,['None']
1233,peck grams four point five zero point two five zero point two five teaspoons zero point three three three three three three three three three three three three three three three three zero point three three three three three three three three three three three three three three three three one teaspoon,0,one,['blend'],Other,unknown,['None']
1234,zero point two five inches two tablespoons four two teaspoons zero point five teaspoons zero point five teaspoons zero point five,0,four,"['bake', 'boil', 'cook']",Other,unknown,['None']
1235,ounces three two one two one teaspoon,0,twelve,"['cook', 'serve']",Other,unknown,['None']
1236,one peck grams one two point five three,0,one,"['bake', 'mix']",Other,unknown,['None']
1237,nine inches one zero point two five three tablespoons zero point two five teaspoons two three one tablespoon one teaspoon zero point two five three six tablespoons zero point five teaspoons,0,one,"['bake', 'mix', 'stir', 'cook']",Other,unknown,['None']
1238,zero point two five one one pound one one one point five,0,one,"['bake', 'mix', 'serve']",Other,unknown,['None']
1239,three one one,0,one,"['mix', 'slice', 'serve']",Other,unknown,['None']
1240,tablespoons one two two tablespoons zero point two five teaspoons zero point two five teaspoons zero point two five teaspoons zero point two five teaspoons zero point two five one one tablespoon,0,two,"['blend', 'cook', 'serve']",Other,unknown,['None']
1241,two tablespoons zero point three three three three three three three three three three three three three three three three zero point seven five zero point five minutes of arc minute of arc,0,two,"['mix', 'stir', 'cook']",Other,unknown,['None']
1242,sixteen ounces one one four ounces zero point three three three three three three three three three three three three three three three three zero point two five teaspoons one two point eight ounces,0,one,['bake'],Other,unknown,['None']
1243,one six tablespoons one twenty-nine ounces zero point five zero point five one zero point five eight zero point five minutes of arc minute of arc zero point five zero point five,0,one,"['saute', 'boil', 'mix', 'stir']",Other,unknown,['None']
1244,ounces two two stere year litre kibibytes zero point five,0,eight,['slice'],Other,unknown,['None']
1245,one zero point five zero point five zero point five four zero point five,0,one,"['bake', 'blend']",Other,unknown,['None']
1246,zero point five zero point five three ounces zero point five three one tablespoon one,0,two,['boil'],Other,unknown,['None']
1247,one one three one four one teaspoon one teaspoon one teaspoon two teaspoons,0,one,['bake'],Other,unknown,['None']
1248,two zero point five one one four two one one,0,two,"['bake', 'mix']",Other,unknown,['None']
1249,point seven five zero point five zero point two five zero point two five teaspoons one one teaspoon one,0,one,"['stir', 'cook']",Other,unknown,['None']
1250,two ten ounces two tablespoons one zero point five one zero point five,0,one,"['bake', 'mix']",Other,unknown,['None']
1251,three ounces one fifteen ounces one twelve ounces two,0,two,"['mix', 'stir']",Other,unknown,['None']
1252,ounces zero point five twelve ounces one,0,twelve,['mix'],Other,unknown,['None']
1253,point six six six six six six six six six six six six six six six six one tablespoon one zero point five one point five one one tablespoon two tablespoons,0,zero,"['saute', 'bake', 'mix', 'blend', 'serve']",Other,unknown,['None']
1254,six pounds one twenty-eight ounces zero point five one five ounces zero point six six six six six six six six six six six six six six six six one five ounces zero point five four two,0,one,['bake'],Other,unknown,['None']
1255,zero point one two five zero point two five teaspoons one tablespoon one teaspoon two tablespoons,0,one,"['mix', 'roast']",Other,unknown,['None']
1256,pound zero point two five two one zero point five four ounces one one,0,one,"['bake', 'serve']",Other,unknown,['None']
1257,two tablespoons three one,0,three,['bake'],Other,unknown,['None']
1258,zero point five teaspoons three teaspoons five tablespoons zero point six six six six six six six six six six six six six six six six one pound two tablespoons,0,two,"['bake', 'slice']",Other,unknown,['None']
1259,point five zero point five two two point five four four tablespoons one teaspoon one,0,one,"['bake', 'blend']",Other,unknown,['None']
1260,zero point seven five one teaspoon zero point five teaspoons zero point seven five teaspoons six ounces two three one teaspoon one zero point seven five,0,two,['bake'],Other,unknown,['None']
1261,ounces one point five pounds six two zero point five minutes of arc minute of arc one teaspoon one teaspoon zero point five teaspoons zero point five teaspoons,0,six,"['bake', 'blend']",Other,unknown,['None']
1262,point three three three three three three three three three three three three three three three three two tablespoons one teaspoon zero point three three three three three three three three three three three three three three three three one teaspoon one teaspoon,0,zero,"['bake', 'mix']",Other,unknown,['None']
1263,tablespoons zero point two five cups one zero point five teaspoons one cup zero point five tablespoons,0,two,['mix'],Other,unknown,['None']
1264,pounds zero point five three zero point five teaspoons zero point three three three three three three three three three three three three three three three three two one tablespoon one zero point five zero point five,0,two,"['bake', 'mix']",Other,unknown,['None']
1265,one point five four zero point five teaspoons one point five one point five one teaspoon one,0,one,"['bake', 'mix', 'cook']",Other,unknown,['None']
1266,point five pounds one teaspoon one teaspoon two zero point five zero point five one point five,0,two,['boil'],Other,unknown,['None']
1267,zero point five zero point two five one one point five one zero point five one teaspoon zero point five teaspoons two tablespoons zero point five pounds,0,three,"['mix', 'cook']",Other,unknown,['None']
1268,point five one one zero point seven five one three point five one seventeen ounces zero point two five zero point two five two zero point two five teaspoons zero point one two five teaspoons two,0,zero,"['boil', 'stir', 'cook', 'serve']",Other,unknown,['None']
1269,two one two one point five teaspoons one,0,two,"['bake', 'mix']",Other,unknown,['None']
1270,point five one two one one teaspoon two three teaspoons zero point five teaspoons one,0,zero,"['bake', 'mix', 'stir']",Other,unknown,['None']
1271,ten ounces one pound zero point five one peck grams two tablespoons one one one sixteen ounces four,0,one,[],Other,unknown,['None']
1272,pound one pound one one,0,one,['stir'],Other,unknown,['None']
1273,pound one tablespoon zero point two five teaspoons one tablespoon one tablespoon zero point five zero point two five one tablespoon,0,one,"['bake', 'stir', 'blend', 'cook']",Other,unknown,['None']
1274,pound one one pound one one pound one tablespoon one three one zero point five gallons six,0,one,"['boil', 'mix', 'cook']",Other,unknown,['None']
1275,two peck grams one one one,0,one,"['boil', 'stir']",Other,unknown,['None']
1276,zero point five zero point five zero point five two tablespoons,0,two,['bake'],Other,unknown,['None']
1277,zero point five zero point five one zero point five teaspoons zero point two five teaspoons three zero point two five zero point two five two ten ounces one,0,one,"['boil', 'stir', 'cook']",Other,unknown,['None']
1278,two three zero point five four tablespoons zero point five teaspoons one,0,four,['bake'],Other,unknown,['None']
1279,point five pounds zero point five inch sets four zero point five inches one two two two two teaspoons,0,zero,"['fry', 'cook']",Other,unknown,['None']
1280,zero point five zero point two five teaspoons zero point two five one tablespoon zero point five one,0,one,"['stir', 'blend']",Other,unknown,['None']
1281,pounds two pounds zero point five pounds zero point five pounds two pounds one pound one teaspoon three teaspoons three teaspoons zero point seven five teaspoons zero point seven five teaspoons one pound one pound one one four one one one pint,0,two,"['bake', 'cook']",Other,unknown,['None']
1282,point five zero point five one teaspoon,0,zero,"['bake', 'mix', 'slice']",Other,unknown,['None']
1283,tablespoons one point five one one three four shakes three three three point five,0,two,"['saute', 'stir']",Other,unknown,['None']
1284,point five one point five teaspoons zero point seven five teaspoons one point two five zero point seven five two one teaspoon one ten ounces,0,two,"['bake', 'mix', 'stir']",Other,unknown,['None']
1285,one teaspoon zero point five teaspoons one one one teaspoon one zero point five zero point two five,0,two,"['bake', 'mix']",Other,unknown,['None']
1286,point five tablespoons zero point five one zero point seven five one tablespoon,0,one,"['boil', 'stir', 'serve']",Other,unknown,['None']
1287,six ounces zero point two five zero point two five one teaspoon zero point two five teaspoons two point five two point seven five,0,one,['blend'],Other,unknown,['None']
1288,zero point five one one one three zero point five pints,0,one,"['saute', 'bake', 'mix', 'blend']",Other,unknown,['None']
1289,one zero point five zero point five zero point five two,0,one,"['bake', 'mix']",Other,unknown,['None']
1290,point five one point five one point five two teaspoons one teaspoon three one,0,one,"['bake', 'mix', 'stir']",Other,unknown,['None']
1291,ounces seven ounces two point five teaspoons zero point two five teaspoons zero point three three three three three three three three three three three three three three three three zero point seven five thirty,0,ten,['mix'],Other,unknown,['None']
1292,four two two two four zero point two five zero point two five teaspoons zero point seven five zero point two five two tablespoons one,0,two,"['chop', 'fry', 'mix', 'stir', 'blend']",Other,unknown,['None']
1293,two two tablespoons one tablespoon one zero point five minutes of arc minute of arc zero point five,0,one,"['bake', 'mix']",Other,unknown,['None']
1294,pounds one peck grams one,0,two,"['cook', 'serve']",Other,unknown,['None']
1295,one one one one pound one one pound one one pound one fifteen ounces zero point seven five zero point five teaspoons zero point five one teaspoon,0,ten,"['saute', 'bake']",Other,unknown,['None']
1296,ounces zero point five four one point five teaspoons,0,three,['mix'],Other,unknown,['None']
1297,point five one point two five three tablespoons zero point two five two tablespoons zero point five,0,one,"['saute', 'stir', 'blend', 'cook']",Other,unknown,['None']
1298,tablespoons one pound one inch twelve one one tablespoon zero point five teaspoons zero point two five teaspoons zero point seven five three zero point five,0,four,"['saute', 'bake', 'boil', 'mix', 'stir', 'cook', 'serve']",Other,unknown,['None']
1299,one one point five pounds one one,0,one,"['bake', 'mix', 'cook']",Other,unknown,['None']
1300,two two point five one one quart four five five teaspoons two teaspoons four,0,two,['bake'],Other,unknown,['None']
1301,one zero point five one seven zero point five gallons,0,one,['mix'],Other,unknown,['None']
1302,three tablespoons one teaspoon zero point one two five teaspoons,0,two,['mix'],Other,unknown,['None']
1303,point two five zero point two five zero point five zero point seven five zero point five teaspoons zero point two five teaspoons two zero point five zero point five zero point five,0,one,['bake'],Other,unknown,['None']
1304,zero point five zero point two five two tablespoons one,0,one,"['bake', 'boil', 'mix']",Other,unknown,['None']
1305,point two five one tablespoon zero point three three three three three three three three three three three three three three three three one two teaspoons,0,zero,['bake'],Other,unknown,['None']
1306,point six six six six six six six six six six six six six six six five twelve ounces,0,two,"['bake', 'stir']",Other,unknown,['None']
1307,point five one two two zero point five teaspoons zero point five teaspoons one teaspoon two tablespoons one zero point five one teaspoon,0,zero,"['bake', 'stir']",Other,unknown,['None']
1308,point five two three one one one two three one zero point five one two zero point five teaspoons zero point five teaspoons,0,zero,[],Other,unknown,['None']
1309,point six six six six six six six six six six six six six six six six two three teaspoons zero point five one one teaspoon two one zero point seven five,0,zero,"['bake', 'mix']",Other,unknown,['None']
1310,two two four two two one teaspoon one teaspoon two teaspoons three teaspoons,0,one,"['bake', 'mix', 'stir']",Other,unknown,['None']
1311,two zero point five one two teaspoons one teaspoon zero point five teaspoons one one teaspoon one two,0,two,"['stir', 'blend']",Other,unknown,['None']
1312,point five pounds four four one one one point five,0,two,"['boil', 'serve']",Other,unknown,['None']
1313,peck grams three one tablespoon one,0,one,['fry'],Other,unknown,['None']
1314,eight one nine inches four zero point two five teaspoons zero point five teaspoons two zero point five second centavo year candelas per square metre zero point two five,0,two,"['bake', 'serve']",Other,unknown,['None']
1315,point five zero point five zero point five two peck grams two one quart one four point five ounces two,0,one,['mix'],Other,unknown,['None']
1316,five pounds two one two three tablespoons,0,three,['bake'],Other,unknown,['None']
1317,eight ounces two tablespoons one pound one eight ounces one teaspoon one four per teaspoon zero point one two five teaspoons one one zero point two five zero point seven five,0,one,"['stir', 'cook']",Other,unknown,['None']
1318,teaspoons zero point two five one peck grams one one one,0,three,"['bake', 'mix', 'stir', 'cook']",Other,unknown,['None']
1319,ounces one one one one one,0,twelve,"['mix', 'cook']",Other,unknown,['None']
1320,one three two one one teaspoon one teaspoon one teaspoon one teaspoon one two,0,three,"['bake', 'mix']",Other,unknown,['None']
1321,one zero point three three three three three three three three three three three three three three three three nine ounces one,0,one,['mix'],Other,unknown,['None']
1322,one one point five one fifteen ounces one one point five pounds,0,one,"['mix', 'cook']",Other,unknown,['None']
1323,two two tablespoons two six ounces three two teaspoons one teaspoon one teaspoon zero point two five teaspoons,0,one,['cook'],Other,unknown,['None']
1324,point seven five two one point two five two two teaspoons,0,one,"['chop', 'stir']",Other,unknown,['None']
1325,two two point five one two four two tablespoons one teaspoon one teaspoon,0,one,"['bake', 'mix']",Other,unknown,['None']
1326,two four tablespoons one two two two one teaspoon,0,one,"['bake', 'boil', 'blend']",Other,unknown,['None']
1327,ounces one four tablespoons two tablespoons two one zero point five zero point five teaspoons zero point two five teaspoons zero point two five,0,eight,"['bake', 'boil', 'stir', 'whisk', 'cook']",Other,unknown,['None']
1328,twenty-nine ounces one tablespoon one sixteen ounces one teaspoon zero point five zero point five minutes of arc minute of arc zero point one two five teaspoons zero point five two ounces three,0,one,"['bake', 'slice']",Other,unknown,['None']
1329,pound one two teaspoons three four tablespoons one zero point five teaspoons zero point five teaspoons,0,one,['mix'],Other,unknown,['None']
1330,zero point two five zero point two five,0,one,[],Other,unknown,['None']
1331,one six ounces one one two cubic decimetres seven,0,two,"['mix', 'serve']",Other,unknown,['None']
1332,point seven five four three tablespoons one point five four tablespoons one,0,zero,['cook'],Other,unknown,['None']
1333,tablespoons three tablespoons one point five teaspoons zero point one two five teaspoons one point five zero point seven five one point seven five two zero point two five,0,three,"['bake', 'stir', 'cook']",Other,unknown,['None']
1334,quart one zero point five one two tablespoons zero point five,0,one,"['bake', 'mix', 'dice', 'cook']",Other,unknown,['None']
1335,one teaspoon zero point five one zero point two five teaspoons,0,one,['mix'],Other,unknown,['None']
1336,one zero point five one two two tablespoons zero point two five one zero point five teaspoons zero point five teaspoons,0,two,"['stir', 'cook']",Other,unknown,['None']
1337,tablespoons zero point six six six six six six six six six six six six six six six six three four two two teaspoons one zero point five teaspoons,0,ten,"['bake', 'stir']",Other,unknown,['None']
1338,one point two five zero point five,0,two,['bake'],Other,unknown,['None']
1339,zero point five zero point five four tablespoons two zero point two five teaspoons one tablespoon zero point two five zero point two five one point five,0,six,"['bake', 'mix']",Other,unknown,['None']
1340,two three ounces one point five zero point three three three three three three three three three three three three three three three three two four zero point six six six six six six six six six six six six six six six six,0,two,[],Other,unknown,['None']
1341,one one one one one one,0,one,"['bake', 'mix']",Other,unknown,['None']
1342,six ounces one ten ounces one quart,0,three,['stir'],Other,unknown,['None']
1343,three one one,0,two,"['mix', 'cook']",Other,unknown,['None']
1344,two three two teaspoons three teaspoons two tablespoons one one one four one teaspoon one,0,one,['bake'],Other,unknown,['None']
1345,three tablespoons zero point five teaspoons one three ounces zero point two five,0,two,"['mix', 'stir', 'serve']",Other,unknown,['None']
1346,zero point five pounds zero point five one teaspoon three one teaspoon three zero point five teaspoons zero point one two five teaspoons one,0,six,"['bake', 'mix', 'blend']",Other,unknown,['None']
1347,six one one one tablespoon zero point two five one set four sets zero point five,0,five,"['bake', 'mix', 'cook']",Other,unknown,['None']
1348,zero point five one teaspoon zero point seven five zero point seven five six tablespoons,0,eight,"['bake', 'slice', 'blend']",Other,unknown,['None']
1349,zero point five zero point seven five four one eight ounces one tablespoon one tablespoon,0,one,"['bake', 'mix']",Other,unknown,['None']
1350,sixteen ounces one one one zero point two five pounds,0,one,"['bake', 'serve']",Other,unknown,['None']
1351,zero point two five teaspoons zero point one two five teaspoons sixteen ounces four one point two five one thousand one tablespoon,0,four,['bake'],Other,unknown,['None']
1352,zero point six six six six six six six six six six six six six six six six two tablespoons one one one one nine inches,0,four,"['bake', 'stir']",Other,unknown,['None']
1353,peck grams one peck grams two two one one twenty-eight ounces,0,one,['mix'],Other,unknown,['None']
1354,fourteen ounces one four ounces one point five one eight,0,one,['mix'],Other,unknown,['None']
1355,one one two one tablespoon one teaspoon,0,seven,['mix'],Other,unknown,['None']
1356,zero point seven five one quart two tablespoons two teaspoons four,0,four,"['mix', 'stir', 'cook']",Other,unknown,['None']
1357,point seven five pounds one zero point three three three three three three three three three three three three three three three three zero point three three three three three three three three three three three three three three three three one teaspoon zero point five teaspoons one,0,zero,"['mix', 'cook']",Other,unknown,['None']
1358,tablespoons one one one eight ounces one sixteen ounces one sixteen ounces one,0,three,['mix'],Other,unknown,['None']
1359,pound zero point five teaspoons one zero point two five pounds one seven ounces four one zero point five zero point five one two point five ounces zero point five pounds,0,one,['cook'],Other,unknown,['None']
1360,eight ounces two peck grams one,0,two,"['chop', 'mix']",Other,unknown,['None']
1361,point five one one point five three one tablespoon one zero point five teaspoons,0,zero,['cook'],Other,unknown,['None']
1362,one dozen one ten point seven five ounces ninety-seven percentages two one one eight ten ounces one pound,0,four,"['bake', 'mix']",Other,unknown,['None']
1363,seven one pint one zero point two five one one tablespoon zero point two five,0,six,"['bake', 'boil', 'mix']",Other,unknown,['None']
1364,tablespoons three tablespoons one one two,0,three,"['mix', 'cook']",Other,unknown,['None']
1365,point five eight ounces two six ounces zero point two five one zero point five one one point seven five,0,zero,"['saute', 'mix', 'cook']",Other,unknown,['None']
1366,zero point five zero point five two zero point two five zero point five teaspoons,0,one,"['bake', 'mix', 'stir']",Other,unknown,['None']
1367,peck grams one peck grams,0,one,"['bake', 'mix']",Other,unknown,['None']
1368,one point two five one three tablespoons zero point two five one tablespoon one nine inches,0,four,"['boil', 'mix', 'stir', 'cook']",Other,unknown,['None']
1369,pound one zero point five two eight ounces one pound one pound,0,one,"['bake', 'mix', 'cook', 'serve']",Other,unknown,['None']
1370,two minutes of arc minute of arc one four one two one two tablespoons,0,two,['slice'],Other,unknown,['None']
1371,point two five zero point five zero point five teaspoons two teaspoons one point two five zero point seven five zero point two five teaspoons one ten ounces zero point five,0,one,[],Other,unknown,['None']
1372,zero point five zero point five zero point two five zero point six six six six six six six six six six six six six six six six zero point five two tablespoons one one one pint zero point five minutes of arc minute of arc,0,one,['blend'],Other,unknown,['None']
1373,six eight ounces one two two fifteen ounces two eight two quarts,0,two,"['boil', 'stir', 'cook']",Other,unknown,['None']
1374,tablespoons one point five pounds one one one two one,0,two,"['bake', 'mix']",Other,unknown,['None']
1375,zero point five three five three one teaspoon one seven ounces seven,0,two,['mix'],Other,unknown,['None']
1376,three four pounds two teaspoons two tablespoons zero point five one eight four one one,0,one,"['roast', 'season']",Other,unknown,['None']
1377,one zero point three three three three three three three three three three three three three three three three one point five one one teaspoon zero point five teaspoons zero point five teaspoons one teaspoon,0,two,"['bake', 'stir']",Other,unknown,['None']
1378,one one two one one zero point two five,0,two,"['saute', 'cook', 'serve']",Other,unknown,['None']
1379,pounds one one one tablespoon one one one tablespoon zero point five teaspoons one zero point three three three three three three three three three three three three three three three three,0,two,"['mix', 'cook']",Other,unknown,['None']
1380,point five zero point two five one teaspoon one point five teaspoons two one point five,0,one,"['bake', 'stir']",Other,unknown,['None']
1381,ten point five ounces one point two five zero point two five zero point five one point three three three three three three three three three three three three three three three three two tablespoons five,0,one,"['bake', 'season']",Other,unknown,['None']
1382,one one one one,0,one,"['bake', 'mix', 'slice']",Other,unknown,['None']
